document_id,dataset,split,model,field_path,field_family,criticality,occurrence,truth,prediction,truth_present,prediction_present,exact_match
cord-v2-validation-00038,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"20,000","20,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,pkt telor/perkedel,pkt tel graperkedel,True,True,False
cord-v2-validation-00039,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,terong,terong,True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,paru,paru,True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,3,sbl gr ati/ampla,sbl gr ati/ampla,True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,4,nestle 330 ml,nestle 330 ml,True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"26,000","26,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"12,000","12,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"23,000","23,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,3,"20,000","20,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,4,"8,000","8,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"89,000","89,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"8,900","8,900",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"100,000","100,000",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"2,100","2,100",True,True,True
cord-v2-validation-00039,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,5.00,5.00xitems,True,True,False
cord-v2-validation-00039,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"97,900","97,900",True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,,True,False,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,,True,False,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,gojek chicken chilli sauce h,gojek chicken,True,True,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,gojek chicken soy sauce f,chilli sauce h,True,True,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,gojek french fries,soy sauce f,True,True,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"95,000","95,000",True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"180,000",,True,False,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"70,000",,True,False,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.price.cnt,other_numeric,medium_impact,0,,1,False,True,False
cord-v2-validation-00040,CORD v2,validation,Donut,menu.price.cnt,other_numeric,medium_impact,1,,1,False,True,False
cord-v2-validation-00040,CORD v2,validation,Donut,sub_total.discount_price,other_numeric,critical_monetary,0,0,0,True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,sub_total.service_price,other_numeric,medium_impact,0,0,,True,False,False
cord-v2-validation-00040,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"345,000","345,000",True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"34,500","34,500",True,True,True
cord-v2-validation-00040,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"379,500","379,500",True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,7,7,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,3,1,1,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,4,1,1,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,5,2,1,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,6,2,2,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,7,2,2,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,8,1,3,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,9,3,3,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,10,1,,True,False,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,sogogi japchae,sir,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,gong gibab,sogogi japchae,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,chulpan cheese dak galbi,gong gibbb,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,3,cream teok po ki,chulpan cheese dak galbi,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,4,el keun hwangtae,cream teok po ki,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,5,sundubu(tukbegi) cham kkot sal,el keun hwangtae,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,6,u sam gyeop,sundubu(tukbegi),True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,7,u seol,cham kkot sal,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,8,u sam gyeop,u sam gyeop,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,9,ice coffe mix,u seol u sam gyeden,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,10,ice black coffe,ice coffe mix,True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,11,,ice black coffe,False,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"150,000","150,000",True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"105,000","105,000",True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"230,000","105,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,3,"95,000","230,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,4,"120,000","95,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,5,"620,000","120,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,6,"290,000","620,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,7,"390,000","290,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,8,0,"390,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,9,0,0,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,10,0,0,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,11,,0,False,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,sub_total.discount_price,other_numeric,critical_monetary,0,0,"140,000",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,sub_total.service_price,other_numeric,medium_impact,0,"140,000","212,460",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"2,000,000","2,000,000",True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"212,460","2,352,460",True,True,False
cord-v2-validation-00041,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,total.creditcardprice,other_numeric,medium_impact,0,"2,352,460","2,352,460",True,True,True
cord-v2-validation-00041,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"2,352,460","2,352,460",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,stix cinnamon,stix cinnamon,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,cinnamon sugar,cinnamon sugar,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,tripple cheese,tripple cheese,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"19,000","19,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"17,000","17,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"17,000","17,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"19,000","19,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,"17,000","17,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,2,"17,000","17,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"53,000","53,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,total.creditcardprice,other_numeric,medium_impact,0,"53,000","53,000",True,True,True
cord-v2-validation-00042,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"53,000","53,000",True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,170,170,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,roti unyil,roti unyil,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,paper bag besar,paper bag besar,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,272.000,272.000,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,6.000,6.000,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,300.000,300.000,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,22.000,22.000,True,True,True
cord-v2-validation-00043,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,171,1,True,True,False
cord-v2-validation-00043,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,278.000,278.000,True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,thai iced tea (l),thai iced tea (l),True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,16.363,"16,363",True,True,False
cord-v2-validation-00044,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"16,363","16,363",True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,16.363,"16,363",True,True,False
cord-v2-validation-00044,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"1,636","1,636",True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,1,1,True,True,True
cord-v2-validation-00044,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"17,999","17,999",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,3,1,1,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,aop seafood,aop seafood,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,omurice katsu curry,omurice katsu curry,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,earl gray tea,earl gray tea,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,3,hot tea,hot tea,True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"85,000","85,000",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"95,000","95,000",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"35,000","35,000",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,3,"25,000","25,000",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,sub_total.service_price,other_numeric,medium_impact,0,"21,600","21,600",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"240,000","240,000",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"26,160","26,160",True,True,True
cord-v2-validation-00045,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"287,760","287,760",True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,marble castela,marble castela,True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"22,000","22,000",True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"22,000","22,000",True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"22,000","22,000",True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,1,1,True,True,True
cord-v2-validation-00046,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"22,000","22,000",True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,seaweed chicken,seaweed chicken,True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"42,000","42,000",True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,menu.sub.cnt,other_numeric,medium_impact,0,1,1,True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,0,- sedang,sedang,True,True,False
cord-v2-validation-00047,CORD v2,validation,Donut,menu.sub.price,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"42,000","42,000",True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"50,000","50,000",True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"8,000","8,000",True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,1,1,True,True,True
cord-v2-validation-00047,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"42,000","42,000",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,1,1,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,sb 1 or,sb 1 or,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,chokocha flt,chokocha flt,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,bbq bento,bbq bento,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"28,636","28,636",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,"13,636","13,636",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,"13,636","13,636",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,"55,908","55,908",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,"5,592","5,592",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"70,000","70,000",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,"8,500","8,500",True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,3,3,True,True,True
cord-v2-validation-00048,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"61,500","61,500",True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1x,1x,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1x,1x,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,nasi campurbali,nasi campurbali,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,lemon,lemon,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,52.000,52.000,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,22.000,22.000,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,52.000,52.000,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,22.000,22.000,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,74.000,74.000,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,7.400,7.400,True,True,True
cord-v2-validation-00049,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,81.400,81.400,True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2,2,True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,chocolate eclair,chocolate eclair,True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,"26,000","26,000",True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,"26,000","26,000",True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00050,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,"26,000","26,000",True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,118,118,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,round wagyu (1gr),round wagyu (1gr),True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,wagyu rice box,wagyu rice box,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,47.200,47.200,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,10.000,"10,000",True,True,False
cord-v2-validation-00051,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,57.200,57.200,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,total.creditcardprice,other_numeric,medium_impact,0,57.200,57.200,True,True,True
cord-v2-validation-00051,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,57.200,57.200,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,2,2,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,2,2,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,2,2,2,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,kenthir 2,kenthir,True,True,False
cord-v2-validation-00052,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,kol goreng,kol goreng,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,2,teh manis,teh manis,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,42.000,42.000,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,6.000,6.000,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,2,8.000,8.000,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,56.000,56.000,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,56.000,56.000,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00052,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,56.000,56.000,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,1,1,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,1,1,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,large 1,large 1,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,pastry keju,pastry keju,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,11.000,11.000,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,20.000,20.000,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.cnt,other_numeric,medium_impact,0,1,1,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.cnt,other_numeric,medium_impact,1,1,1,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,0,*rhum,*rhum,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,1,*plastik kcl,*plastik kcl,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.price,other_numeric,medium_impact,0,0,0,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,menu.sub.price,other_numeric,medium_impact,1,0,0,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,40.000,40.000,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,9.000,9.000,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,4,4,True,True,True
cord-v2-validation-00053,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,31.000,31.000,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,x1,x 1,True,True,False
cord-v2-validation-00054,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,x1,x 1,True,True,False
cord-v2-validation-00054,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,4003-blueberry fuji,4003-blueberry fuji,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,6001-plastic bag small,6001-plastic bag small,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,40.000,40.000,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,0,0,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,40.000,40.000,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,1,0,0,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,total.cashprice,other_numeric,medium_impact,0,50.000,50.000,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,total.changeprice,other_numeric,medium_impact,0,10.000,"10,000",True,True,False
cord-v2-validation-00054,CORD v2,validation,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,2,2,True,True,True
cord-v2-validation-00054,CORD v2,validation,Donut,total.total_price,total,critical_monetary,0,40.000,40.000,True,True,True
cord-v2-validation-00055,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,x2,x2,True,True,True
cord-v2-validation-00055,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,1,x2,x2,True,True,True
cord-v2-validation-00055,CORD v2,validation,Donut,menu.discountprice,other_numeric,medium_impact,0,60.000),,True,False,False
cord-v2-validation-00055,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,cha keaw l...,cha keaw l...,True,True,True
