document_id,dataset,split,model,field_path,field_family,criticality,occurrence,truth,prediction,truth_present,prediction_present,exact_match,error_type,severity_weight
cord-v2-validation-00093,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,8,sunrise italian soda,,True,False,False,missing field,5
cord-v2-validation-00093,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,9,lipton ice tea del,,True,False,False,missing field,5
cord-v2-validation-00094,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,0,emily's shrimp scampi fettucine,emily's shrimp scampi,True,True,False,partial string mismatch,2
cord-v2-validation-00094,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,0,,fettucine,False,True,False,spurious field,5
cord-v2-validation-00094,CORD v2,validation,Donut,sub_total.etc,other_numeric,medium_impact,0,7.280,+25,True,True,False,incorrect value,5
cord-v2-validation-00094,CORD v2,validation,Donut,sub_total.etc,other_numeric,medium_impact,1,+25,,True,False,False,missing field,5
cord-v2-validation-00094,CORD v2,validation,Donut,sub_total.tax_price,tax,critical_monetary,0,,7.280,False,True,False,spurious field,10
cord-v2-validation-00094,CORD v2,validation,Donut,total.creditcardprice,other_numeric,medium_impact,0,,80.100,False,True,False,spurious field,5
cord-v2-validation-00094,CORD v2,validation,Donut,total.total_etc,other_numeric,medium_impact,0,80.100,,True,False,False,missing field,5
cord-v2-validation-00096,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,0,,"13,636",False,True,False,spurious field,10
cord-v2-validation-00096,CORD v2,validation,Donut,menu.unitprice,other_numeric,medium_impact,0,"13,636",,True,False,False,missing field,5
cord-v2-validation-00099,CORD v2,validation,Donut,menu.cnt,item_count,medium_impact,0,x1,x 1,True,True,False,numeric normalization,5
cord-v2-validation-00099,CORD v2,validation,Donut,menu.nm,item_name,low_impact_descriptive,1,,a.flavour - salt & pepper,False,True,False,spurious field,2
cord-v2-validation-00099,CORD v2,validation,Donut,menu.price,item_price,critical_monetary,1,,rp. 0,False,True,False,spurious field,10
cord-v2-validation-00099,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,1,b.spicy level - extreme hot,b.spicy level - extreme hot rp. 0,True,True,False,partial string mismatch,5
cord-v2-validation-00099,CORD v2,validation,Donut,menu.sub.nm,free_text,medium_impact,2,a.flavour- salt & pepper,,True,False,False,missing field,5
cord-v2-validation-00099,CORD v2,validation,Donut,menu.sub.price,other_numeric,medium_impact,1,rp. 0,,True,False,False,missing field,5
cord-v2-validation-00099,CORD v2,validation,Donut,menu.sub.price,other_numeric,medium_impact,2,rp. 0,,True,False,False,missing field,5
cord-v2-test-00000,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,0,60.000,,True,False,False,missing field,5
cord-v2-test-00000,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,-ticket cp,- ticket cp,True,True,False,incorrect value,2
cord-v2-test-00000,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,60.000,"60,000",True,True,False,numeric normalization,10
cord-v2-test-00000,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,,60.000,False,True,False,spurious field,5
cord-v2-test-00000,CORD v2,test,Donut,sub_total.discount_price,other_numeric,critical_monetary,0,-60.000,,True,False,False,missing field,10
cord-v2-test-00000,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,60.000,-60.000,True,True,False,numeric normalization,10
cord-v2-test-00000,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,5.455,"5,455",True,True,False,numeric normalization,10
cord-v2-test-00000,CORD v2,test,Donut,total.creditcardprice,other_numeric,medium_impact,0,60.000,,True,False,False,missing field,5
cord-v2-test-00000,CORD v2,test,Donut,total.emoneyprice,other_numeric,medium_impact,0,,60.000,False,True,False,spurious field,5
cord-v2-test-00002,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,jasmine mt ( l ),dosmine mt ( ),True,True,False,incorrect value,2
cord-v2-test-00002,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,,coconut jelly ( l ),False,True,False,spurious field,2
cord-v2-test-00002,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,,"4,000",False,True,False,spurious field,10
cord-v2-test-00002,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,coconut jelly ( l ),,True,False,False,missing field,5
cord-v2-test-00002,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,"4,000",,True,False,False,missing field,5
cord-v2-test-00004,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,ice blackcoffe,ice blaokcoffe,True,True,False,incorrect value,2
cord-v2-test-00004,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,avocado coffee,avocad coffee,True,True,False,incorrect value,2
cord-v2-test-00004,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,chiken katsu ff,ode chiken katsu ff,True,True,False,partial string mismatch,2
cord-v2-test-00004,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,"174,600",174.600,True,True,False,numeric normalization,10
cord-v2-test-00005,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,1.00,,True,False,False,missing field,2
cord-v2-test-00006,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,choco cus ard pastry,choco custard pastry,True,True,False,incorrect value,2
cord-v2-test-00007,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,,add chicken box,False,True,False,spurious field,2
cord-v2-test-00007,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,,909,False,True,False,spurious field,10
cord-v2-test-00007,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,add chicken box,,True,False,False,missing field,5
cord-v2-test-00007,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,909,,True,False,False,missing field,5
cord-v2-test-00009,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,,1,False,True,False,spurious field,5
cord-v2-test-00009,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,bumbu kaldu ayam 1,bumbu kaldu ayam,True,True,False,partial string mismatch,2
cord-v2-test-00012,CORD v2,test,Donut,menu.discountprice,other_numeric,medium_impact,0,0%,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.discountprice,other_numeric,medium_impact,1,100%,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,0,"120,000",,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,1,0,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,blus wanita,0571-1854 blus wanita,True,True,False,partial string mismatch,2
cord-v2-test-00012,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,shopping bag,1002-0060 shopping bag,True,True,False,partial string mismatch,2
cord-v2-test-00012,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,0,0571-1854,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,1,1002-0060,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,,"120,000",False,True,False,spurious field,10
cord-v2-test-00012,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,,0,False,True,False,spurious field,10
cord-v2-test-00012,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,"@120,000",@120.000,True,True,False,numeric normalization,5
cord-v2-test-00012,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,@880,,True,False,False,missing field,5
cord-v2-test-00012,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,(2,1,True,True,False,incorrect value,2
cord-v2-test-00013,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"3,000",3.000,True,True,False,numeric normalization,10
cord-v2-test-00013,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,"3,000",3.000,True,True,False,numeric normalization,5
cord-v2-test-00013,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,1,46.636,,True,False,False,missing field,10
cord-v2-test-00013,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,4.664,"4,664",True,True,False,numeric normalization,10
cord-v2-test-00013,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,51.300,"51,300",True,True,False,numeric normalization,10
cord-v2-test-00014,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,chamomile,champile,True,True,False,incorrect value,2
cord-v2-test-00014,CORD v2,test,Donut,sub_total.service_price,other_numeric,medium_impact,0,"17,850","17,650",True,True,False,incorrect value,5
cord-v2-test-00016,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,,1,False,True,False,spurious field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,3,,1,False,True,False,spurious field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,[lg] black sakura,longan,True,True,False,incorrect value,2
cord-v2-test-00016,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,ivineral water (bundling) 5k,roasted almond,True,True,False,incorrect value,2
cord-v2-test-00016,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,,nanggo,False,True,False,spurious field,2
cord-v2-test-00016,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,,mineral water (bundling) 5k,False,True,False,spurious field,2
cord-v2-test-00016,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"59,091",0,True,True,False,partial string mismatch,10
cord-v2-test-00016,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"4,545",0,True,True,False,incorrect value,10
cord-v2-test-00016,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,,0,False,True,False,spurious field,10
cord-v2-test-00016,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,,"4,545",False,True,False,spurious field,10
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,0,1,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,1,1,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,2,1,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,longan,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,1,roasted almond,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,2,ivanggo,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,0,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,1,0,,True,False,False,missing field,5
cord-v2-test-00016,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,2,0,,True,False,False,missing field,5
cord-v2-test-00017,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,2,1,True,True,False,incorrect value,5
cord-v2-test-00017,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,5,1,,True,False,False,missing field,5
cord-v2-test-00017,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,mozarella hot dog,croquette,True,True,False,incorrect value,2
cord-v2-test-00017,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,chili pepper croquette,cheese,True,True,False,incorrect value,2
cord-v2-test-00017,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,cheese croquette,croquette,True,True,False,partial string mismatch,2
cord-v2-test-00017,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,4,plastik amook,take away,True,True,False,incorrect value,2
cord-v2-test-00017,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,5,plastik putih take away,,True,False,False,missing field,2
cord-v2-test-00017,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"38,000","14,000",True,True,False,incorrect value,10
cord-v2-test-00017,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,"14,000",0,True,True,False,partial string mismatch,10
cord-v2-test-00017,CORD v2,test,Donut,menu.price,item_price,critical_monetary,5,0,,True,False,False,missing field,10
cord-v2-test-00017,CORD v2,test,Donut,menu.sub.cnt,other_numeric,medium_impact,0,,2,False,True,False,spurious field,5
cord-v2-test-00017,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,,dodjali,False,True,False,spurious field,5
cord-v2-test-00017,CORD v2,test,Donut,menu.sub.price,other_numeric,medium_impact,0,,"38,000",False,True,False,spurious field,5
cord-v2-test-00018,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,156000,,True,False,False,missing field,5
cord-v2-test-00018,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,,156000,False,True,False,spurious field,10
cord-v2-test-00018,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,156000,,True,False,False,missing field,10
cord-v2-test-00019,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,100000,10000,True,True,False,partial string mismatch,10
cord-v2-test-00019,CORD v2,test,Donut,sub_total.subtotal_price,subtotal,critical_monetary,0,160000,100000,True,True,False,incorrect value,10
cord-v2-test-00020,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"64,500",64.500,True,True,False,numeric normalization,10
cord-v2-test-00020,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"79,500",79.500,True,True,False,numeric normalization,10
cord-v2-test-00020,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,"69,500",69.500,True,True,False,numeric normalization,10
cord-v2-test-00020,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,"64,500",64.500,True,True,False,numeric normalization,10
cord-v2-test-00024,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,x1,x1],True,True,False,numeric normalization,5
cord-v2-test-00024,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,x1,x1],True,True,False,numeric normalization,5
cord-v2-test-00024,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,x1,x1],True,True,False,numeric normalization,5
cord-v2-test-00024,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,rp.56.000,rp. 56.000,True,True,False,numeric normalization,10
cord-v2-test-00024,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,rp.62.000,rp. 62.000,True,True,False,numeric normalization,10
cord-v2-test-00024,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,rp.0,rp. 0,True,True,False,numeric normalization,10
cord-v2-test-00024,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,rp.56.000,rp. 56.000,True,True,False,numeric normalization,5
cord-v2-test-00024,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,rp.62.000,"rp. 62,000",True,True,False,numeric normalization,5
cord-v2-test-00024,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,2,rp.0,rp. 0,True,True,False,numeric normalization,5
cord-v2-test-00026,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,2,1,True,True,False,incorrect value,5
cord-v2-test-00026,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,1,2,True,True,False,incorrect value,5
cord-v2-test-00026,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,3,,1,False,True,False,spurious field,5
cord-v2-test-00026,CORD v2,test,Donut,menu.etc,free_text,medium_impact,0,cap cay,,True,False,False,missing field,5
cord-v2-test-00026,CORD v2,test,Donut,menu.etc,free_text,medium_impact,1,minuman,,True,False,False,missing field,5
cord-v2-test-00026,CORD v2,test,Donut,menu.etc,free_text,medium_impact,2,lain-lain,,True,False,False,missing field,5
cord-v2-test-00026,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,nasi cap cay porsi b esar,cap cay,True,True,False,partial string mismatch,2
cord-v2-test-00026,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,teh tawar,esar,True,True,False,incorrect value,2
cord-v2-test-00026,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,fu yung hai,minuman,True,True,False,incorrect value,2
cord-v2-test-00026,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,,lain-lain,False,True,False,spurious field,2
cord-v2-test-00026,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,,0.000,False,True,False,spurious field,10
cord-v2-test-00026,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,,65.000,False,True,False,spurious field,10
cord-v2-test-00026,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,4.000,65.000,True,True,False,incorrect value,5
cord-v2-test-00026,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,2,65.000,,True,False,False,missing field,5
cord-v2-test-00027,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,"61,600",,True,False,False,missing field,5
cord-v2-test-00027,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,,"61,600",False,True,False,spurious field,5
cord-v2-test-00029,CORD v2,test,Donut,menu.sub.nm,free_text,medium_impact,0,abura udon spicy,:-abura udon spicy,True,True,False,partial string mismatch,5
cord-v2-test-00033,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,grilled baby potato (r,grilled baby potato ( r,True,True,False,incorrect value,2
cord-v2-test-00034,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,10.000,"10,000",True,True,False,numeric normalization,10
cord-v2-test-00036,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,xxl crispy chicken,xxl crspy chicken,True,True,False,incorrect value,2
cord-v2-test-00037,CORD v2,test,Donut,total.total_etc,other_numeric,medium_impact,0,20.000,,True,False,False,missing field,5
cord-v2-test-00037,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,,20.000,False,True,False,spurious field,10
cord-v2-test-00038,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,df fish fillet garlc,df fish filiet garic,True,True,False,incorrect value,2
cord-v2-test-00038,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,8,onde-onde,onde- onde,True,True,False,incorrect value,2
cord-v2-test-00038,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,13,,True,False,False,missing field,2
cord-v2-test-00039,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,0,8,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,1,5,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.cnt,item_count,medium_impact,2,4,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,0,"1,555,200",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,1,"780,000",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.itemsubtotal,other_numeric,medium_impact,2,"777,600",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,lunch box 3p set w/red bag & sp00 n.,,True,False,False,missing field,2
cord-v2-test-00039,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,rice case 7l w/cup,,True,False,False,missing field,2
cord-v2-test-00039,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,lunch box 3p set w/black bag & sp oon,,True,False,False,missing field,2
cord-v2-test-00039,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,0,hpl754dr,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,1,hpl500,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,2,hpl754db,,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"1,944,000",,True,False,False,missing field,10
cord-v2-test-00039,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"975,000",,True,False,False,missing field,10
cord-v2-test-00039,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,"972,000",,True,False,False,missing field,10
cord-v2-test-00039,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,"243,000",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,"195,000",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,2,"243,000",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,nm,free_text,medium_impact,0,,set w/red bag & spoo,False,True,False,spurious field,5
cord-v2-test-00039,CORD v2,test,Donut,total.creditcardprice,other_numeric,medium_impact,0,"3,112,800",,True,False,False,missing field,5
cord-v2-test-00039,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,17,,True,False,False,missing field,2
cord-v2-test-00039,CORD v2,test,Donut,total.menutype_cnt,other_numeric,medium_impact,0,3,,True,False,False,missing field,5
cord-v2-test-00040,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,snack lestari all,shack lestari a11,True,True,False,incorrect value,2
cord-v2-test-00040,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,"bakery aneka sisir banana,pizza,yoko,mar mer,daging,abon,keju,cokelat,dll","bakery aneka sisir banana, pizza,yoko,mar",True,True,False,incorrect value,2
cord-v2-test-00040,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,"7,000",7.000,True,True,False,numeric normalization,5
cord-v2-test-00040,CORD v2,test,Donut,total.changeprice,other_numeric,medium_impact,0,"32,000",32.000,True,True,False,numeric normalization,5
cord-v2-test-00040,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,"68,000",68.000,True,True,False,numeric normalization,10
cord-v2-test-00041,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,cappucino (hot/iced),capoucino (hot/iced),True,True,False,incorrect value,2
cord-v2-test-00041,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,naga lychee juice,ngag lychee juice,True,True,False,incorrect value,2
cord-v2-test-00041,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,8,lychee/peach/lemon/mango,lychee/beach/lemon/ mango,True,True,False,incorrect value,2
cord-v2-test-00041,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,9,chicken maryland,chicken mary land,True,True,False,incorrect value,2
cord-v2-test-00041,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,34632.00,34632.00.,True,True,False,numeric normalization,10
cord-v2-test-00041,CORD v2,test,Donut,menu.price,item_price,critical_monetary,8,25974.00,"25,74.00",True,True,False,incorrect value,10
cord-v2-test-00041,CORD v2,test,Donut,menu.price,item_price,critical_monetary,9,47619.00,47619.000,True,True,False,partial string mismatch,10
cord-v2-test-00041,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,,365000.00,False,True,False,spurious field,10
cord-v2-test-00042,CORD v2,test,Donut,sub_total.tax_price,tax,critical_monetary,0,"1,500",1.500,True,True,False,numeric normalization,10
cord-v2-test-00043,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,0,rp 200000.00,rp 2000.00,True,True,False,incorrect value,5
cord-v2-test-00044,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,30.000,"30,000",True,True,False,numeric normalization,10
cord-v2-test-00045,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,"88,000",88.000,True,True,False,numeric normalization,10
cord-v2-test-00047,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,copia 1 /gb,910054260074,True,True,False,incorrect value,2
cord-v2-test-00047,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,0,2100252000358,,True,False,False,missing field,5
cord-v2-test-00047,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,1,9100544260074,,True,False,False,missing field,5
cord-v2-test-00047,CORD v2,test,Donut,menu.num,other_numeric,medium_impact,2,2100252000358,,True,False,False,missing field,5
cord-v2-test-00047,CORD v2,test,Donut,sub_total.discount_price,other_numeric,critical_monetary,0,0.00,,True,False,False,missing field,10
cord-v2-test-00047,CORD v2,test,Donut,total.creditcardprice,other_numeric,medium_impact,0,"63,000.00",0.00,True,True,False,partial string mismatch,5
cord-v2-test-00050,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,superice cauburry,spcprice caudburry,True,True,False,incorrect value,2
cord-v2-test-00051,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,(ta) nasi grg teri medan,tral: ciston,True,True,False,incorrect value,2
cord-v2-test-00051,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,(ta) kwetiaw seafood siram,(ta) kwetiaw seafood,True,True,False,partial string mismatch,2
cord-v2-test-00051,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,3,(ta) nasi goreng,siram,True,True,False,incorrect value,2
cord-v2-test-00051,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"165,460","40,456",True,True,False,incorrect value,10
cord-v2-test-00051,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"40,456","42,274",True,True,False,incorrect value,10
cord-v2-test-00051,CORD v2,test,Donut,menu.price,item_price,critical_monetary,2,"42,274","55,456",True,True,False,incorrect value,10
cord-v2-test-00051,CORD v2,test,Donut,menu.price,item_price,critical_monetary,3,"55,456",,True,False,False,missing field,10
cord-v2-test-00051,CORD v2,test,Donut,menu.price.cnt,other_numeric,medium_impact,0,,1,False,True,False,spurious field,5
cord-v2-test-00051,CORD v2,test,Donut,menu.price.unitprice,other_numeric,medium_impact,0,,"40,456",False,True,False,spurious field,5
cord-v2-test-00051,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,0,,"165,460",False,True,False,spurious field,5
cord-v2-test-00051,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,1,,"42,274",False,True,False,spurious field,5
cord-v2-test-00051,CORD v2,test,Donut,menu.unitprice,other_numeric,medium_impact,2,,"55,456",False,True,False,spurious field,5
cord-v2-test-00051,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,8,1,True,True,False,incorrect value,2
cord-v2-test-00051,CORD v2,test,Donut,total.total_etc,other_numeric,medium_impact,0,-11,,True,False,False,missing field,5
cord-v2-test-00057,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,1,iced gt,,True,False,False,missing field,2
cord-v2-test-00057,CORD v2,test,Donut,menu.price,item_price,critical_monetary,1,"22,000",,True,False,False,missing field,10
cord-v2-test-00057,CORD v2,test,Donut,total.total_price,total,critical_monetary,0,,"22,000",False,True,False,spurious field,10
cord-v2-test-00058,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,0,pho bo tai,cash,True,True,False,incorrect value,2
cord-v2-test-00058,CORD v2,test,Donut,menu.price,item_price,critical_monetary,0,"55,000","100,000",True,True,False,incorrect value,10
cord-v2-test-00058,CORD v2,test,Donut,total.cashprice,other_numeric,medium_impact,1,"100,000",,True,False,False,missing field,5
cord-v2-test-00059,CORD v2,test,Donut,menu.nm,item_name,low_impact_descriptive,2,kepiting 7-8.4ons - chilly 0.7 1,kepiting 7-8.4ons - chilly 0.7,True,True,False,partial string mismatch,2
cord-v2-test-00059,CORD v2,test,Donut,total.menuqty_cnt,other_numeric,low_impact_descriptive,0,21,3,True,True,False,incorrect value,2
cord-v2-test-00059,CORD v2,test,Donut,total.menutype_cnt,other_numeric,medium_impact,0,9,,True,False,False,missing field,5
